,open,high,low,close,volume
2021-04-24 05:45:00,84.837,85.898,84.61,85.149,18529.72
2021-04-24 06:00:00,85.149,86.0,84.54,86.0,18755.089
2021-04-24 06:15:00,86.0,86.87,85.20299999999997,86.869,28164.195
2021-04-24 06:30:00,86.87,87.176,85.48,85.762,35564.565
2021-04-24 06:45:00,85.70200000000001,89.85,85.669,89.189,54653.985
2021-04-24 07:00:00,89.191,89.5,86.11,86.809,67872.287
2021-04-24 07:15:00,86.738,86.81,85.182,85.697,26703.714
2021-04-24 07:30:00,85.73,86.399,85.21799999999998,86.259,23489.26
2021-04-24 07:45:00,86.277,86.395,85.374,86.041,13752.071000000002
2021-04-24 08:00:00,86.027,87.669,85.911,87.55799999999998,26868.749
2021-04-24 08:15:00,87.57600000000002,89.5,87.23,88.8,31645.004
2021-04-24 08:30:00,88.795,90.5,88.501,89.089,52160.287
2021-04-24 08:45:00,89.156,89.156,87.4,87.6,40145.907
2021-04-24 09:00:00,87.601,87.8,86.34,87.71,31501.224
2021-04-24 09:15:00,87.70100000000002,87.95299999999997,86.186,86.37700000000002,29996.261
2021-04-24 09:30:00,86.375,87.079,86.01100000000002,86.96,21899.981
2021-04-24 09:45:00,86.984,87.556,86.051,86.205,15696.318
2021-04-24 10:00:00,86.13,86.21799999999998,83.23200000000001,83.635,61054.576
2021-04-24 10:15:00,83.574,84.5,83.434,83.705,34467.831
2021-04-24 10:30:00,83.79899999999998,83.98899999999998,82.538,82.694,33363.74
2021-04-24 10:45:00,82.708,83.139,81.36,81.428,33844.887
2021-04-24 11:00:00,81.36,82.294,80.21300000000002,81.708,55277.306
2021-04-24 11:15:00,81.862,83.491,81.477,82.786,33441.218
2021-04-24 11:30:00,82.93700000000003,83.389,81.39699999999998,81.486,21713.778
2021-04-24 11:45:00,81.404,82.15899999999998,80.6,82.022,35175.277
2021-04-24 12:00:00,82.109,83.05,81.4,82.7,33532.509
2021-04-24 12:15:00,82.76899999999998,83.37,81.94200000000002,83.25399999999998,19651.037
2021-04-24 12:30:00,83.166,84.164,82.95200000000001,84.056,18950.943
2021-04-24 12:45:00,84.068,84.66,83.266,83.54799999999999,22038.185
2021-04-24 13:00:00,83.65700000000002,83.669,82.4,82.815,23904.064
2021-04-24 13:15:00,82.814,83.635,82.62100000000002,83.316,9035.032
2021-04-24 13:30:00,83.329,83.757,82.98200000000001,83.227,7134.24
2021-04-24 13:45:00,83.14299999999999,83.512,82.53399999999998,83.055,8565.177
2021-04-24 14:00:00,83.007,83.098,80.847,81.095,22558.827
2021-04-24 14:15:00,81.01100000000002,81.8,80.83800000000002,81.331,24740.932
2021-04-24 14:30:00,81.27600000000002,82.295,80.803,81.53,20868.413
2021-04-24 14:45:00,81.53,81.903,80.84,81.204,25007.528
2021-04-24 15:00:00,81.2,81.21600000000002,79.471,80.217,31201.945
2021-04-24 15:15:00,80.236,81.05199999999998,80.169,81.0,18683.181
2021-04-24 15:30:00,81.0,83.039,80.949,82.214,45139.898
2021-04-24 15:45:00,82.185,83.228,82.01299999999998,82.789,26899.005
2021-04-24 16:00:00,82.834,83.02,81.021,81.03,25088.906000000006
2021-04-24 16:15:00,81.109,82.186,81.04,81.67,14678.396
2021-04-24 16:30:00,81.67,82.18,81.64,81.919,13138.856000000002
2021-04-24 16:45:00,81.988,81.988,80.914,81.018,15884.73
2021-04-24 17:00:00,81.015,81.461,80.359,80.5,13559.796
2021-04-24 17:15:00,80.5,81.212,80.135,81.14699999999998,9890.395
2021-04-24 17:30:00,81.14699999999998,81.931,80.852,81.58800000000002,12456.268
2021-04-24 17:45:00,81.59100000000002,82.18700000000003,81.551,81.98100000000002,11450.664
2021-04-24 18:00:00,82.00399999999998,82.111,81.35,81.915,9984.188
2021-04-24 18:15:00,81.921,83.5,81.76899999999998,83.094,21957.662
2021-04-24 18:30:00,83.09700000000002,83.3,82.066,82.788,21957.514
2021-04-24 18:45:00,82.788,82.79799999999999,81.75,81.82,13028.018999999998
2021-04-24 19:00:00,81.819,82.449,81.819,82.2,7381.359
2021-04-24 19:15:00,82.2,82.772,82.199,82.30799999999998,10395.066
2021-04-24 19:30:00,82.309,82.49,81.79,81.851,12154.504
2021-04-24 19:45:00,81.806,82.146,81.33,81.53,8804.548
2021-04-24 20:00:00,81.547,81.956,80.861,80.882,11499.351
2021-04-24 20:15:00,80.915,81.804,80.884,81.804,7252.578
2021-04-24 20:30:00,81.756,82.295,81.313,81.313,7735.2559999999985
2021-04-24 20:45:00,81.335,82.6,81.32600000000002,82.336,12536.828
2021-04-24 21:00:00,82.32600000000002,82.399,81.7,81.80199999999998,8473.780999999999
2021-04-24 21:15:00,81.813,82.45,81.402,82.249,6453.939
2021-04-24 21:30:00,82.199,82.616,81.954,82.571,5598.675
2021-04-24 21:45:00,82.52,82.8,81.709,82.51100000000002,10556.548
2021-04-24 22:00:00,82.56700000000002,82.773,81.366,81.831,11593.135
2021-04-24 22:15:00,81.86,82.057,80.819,81.065,15021.347
2021-04-24 22:30:00,81.065,82.586,81.065,81.78699999999998,12204.862
2021-04-24 22:45:00,81.788,82.39399999999998,80.557,80.738,14264.657
2021-04-24 23:00:00,80.85600000000002,81.667,80.628,80.798,11146.386
2021-04-24 23:15:00,80.888,81.413,80.656,80.922,8443.916
2021-04-24 23:30:00,80.968,81.358,80.3,80.304,12347.618
2021-04-24 23:45:00,80.304,80.319,78.734,79.544,30329.448
2021-04-25 00:00:00,79.501,82.295,78.923,81.452,43375.854000000014
2021-04-25 00:15:00,81.514,82.294,81.257,81.257,23459.472
2021-04-25 00:30:00,81.29899999999998,81.29899999999998,80.238,80.794,18627.222
2021-04-25 00:45:00,80.792,81.721,80.178,80.513,15580.158
2021-04-25 01:00:00,80.48100000000002,81.336,80.48100000000002,80.973,9275.286
2021-04-25 01:15:00,80.975,81.86,80.83,81.763,17443.034
2021-04-25 01:30:00,81.81,82.118,81.298,81.55,11152.598
2021-04-25 01:45:00,81.585,82.245,81.181,81.501,8975.38
2021-04-25 02:00:00,81.512,81.812,81.304,81.447,9125.879
2021-04-25 02:15:00,81.369,82.551,81.346,82.478,18884.523
2021-04-25 02:30:00,82.425,82.555,81.92299999999999,82.14399999999998,8183.115
2021-04-25 02:45:00,82.131,82.35,81.585,81.806,9480.333
2021-04-25 03:00:00,81.755,82.255,81.361,82.12700000000002,7097.973000000001
2021-04-25 03:15:00,82.182,82.274,80.507,80.884,15916.096
2021-04-25 03:30:00,80.885,81.63,80.249,80.366,13788.136
2021-04-25 03:45:00,80.313,80.505,79.645,79.876,14168.322
2021-04-25 04:00:00,79.76,80.3,79.727,80.104,1175.136
2021-04-25 08:45:00,80.273,82.66799999999998,80.27199999999998,81.822,17886.718999999994
2021-04-25 09:00:00,81.852,82.109,80.819,80.819,14290.286
2021-04-25 09:15:00,80.842,81.0,79.688,79.738,14603.164
2021-04-25 09:30:00,79.738,80.35600000000002,79.513,79.904,14282.833
2021-04-25 09:45:00,79.904,80.699,79.709,80.52600000000002,14668.498
2021-04-25 10:00:00,80.5,81.25,79.815,81.0,13372.8
2021-04-25 10:15:00,81.0,81.313,80.484,80.858,12461.506
2021-04-25 10:30:00,80.844,80.9,80.197,80.577,8317.623
2021-04-25 10:45:00,80.581,80.717,80.107,80.41199999999998,8857.511
2021-04-25 11:00:00,80.374,81.031,80.157,80.721,12995.143
2021-04-25 11:15:00,80.756,80.969,80.4,80.76,9169.626
2021-04-25 11:30:00,80.79,80.961,80.477,80.5,11960.938999999997
2021-04-25 11:45:00,80.503,81.388,80.414,81.169,13732.305
2021-04-25 12:00:00,81.169,81.936,81.0,81.796,22240.256
2021-04-25 12:15:00,81.817,81.855,81.437,81.79899999999999,12682.187
2021-04-25 12:30:00,81.796,82.1,81.382,82.03200000000001,20621.008
2021-04-25 12:45:00,82.057,84.12700000000001,81.75399999999999,83.43,53941.415
2021-04-25 13:00:00,83.465,84.126,83.126,84.005,26172.35
2021-04-25 13:15:00,84.009,84.325,83.24,83.323,22001.647
2021-04-25 13:30:00,83.366,83.93700000000001,83.00200000000001,83.38799999999999,20014.363999999998
2021-04-25 13:45:00,83.38,83.899,83.31700000000001,83.74600000000001,10937.75
2021-04-25 14:00:00,83.75,85.0,83.5,84.6,30031.247000000003
2021-04-25 14:15:00,84.527,85.0,83.99,85.0,19384.705
2021-04-25 14:30:00,85.0,85.95700000000001,84.6,85.64200000000001,31848.779
2021-04-25 14:45:00,85.6,85.95,85.16,85.547,20030.677
